feat_rssi_0,feat_rssi_1,feat_rssi_2,feat_rssi_3,feat_rssi_4,feat_rssi_5,feat_rssi_6,feat_rssi_7,feat_rssi_8,feat_rssi_9,feat_rssi_10,feat_rssi_11,feat_rssi_12,feat_rssi_13,feat_rssi_14,feat_rssi_15,feat_rssi_16,feat_rssi_17,feat_rssi_18,feat_rssi_19,feat_rssi_20,feat_rssi_21,feat_rssi_22,feat_rssi_23,feat_rssi_24,feat_rssi_25,feat_rssi_26,feat_rssi_27,feat_rssi_28,feat_rssi_29,feat_rssi_30,feat_rssi_31,feat_rssi_32,feat_rssi_33,feat_rssi_34,feat_rssi_35,feat_rssi_36,feat_rssi_37,feat_rssi_38,feat_rssi_39,feat_rssi_40,feat_rssi_41,feat_rssi_42,feat_rssi_43,feat_rssi_44,feat_rssi_45,feat_rssi_46,feat_rssi_47
-44.3334178606085,-44.29637490728442,-44.45162459010938,-44.44329234542532,-44.56061619411227,-44.35674199668802,-44.68804959838483,-44.57501487979818,-24.271618664855644,-22.54673574168644,-42.89395276906022,-23.697212660395994,-42.85509525920135,-42.97872895896489,-22.861209583772183,-42.96773278425761,-38.42080714699192,-58.14234276978682,-58.18307051293505,-58.198886820290376,-58.859227487480226,-37.891472551364785,-59.0676325420073,-59.56205189902404,-41.08973592045441,-61.16280312684275,-60.76829278408294,-40.98047513032622,-63.388099294464894,-41.47229630982298,-61.84254153345384,-62.96547920949749,-46.90649037538617,-47.11950137122827,-47.253670828402605,-27.221540754143568,-48.07114158675069,-28.894294572567887,-28.758166200724858,-48.29105504077673,-23.1498211033016,-44.11265343220501,-43.81762535315434,-44.556207785987034,-23.859399418620416,-25.23176874846074,-44.73976333662557,-24.026495964013744
-38.67676584920394,-38.879480714293464,-38.9245421028496,-19.484822411103004,-38.89419469694785,-39.198235928879676,-39.47687640594752,-20.32412312992871,-17.38239397017714,-37.123046131269696,-37.160153886581384,-16.524340907273235,-36.96916470509989,-37.198704873164324,-37.335735297688835,-37.163803334546095,-31.46541181797263,-51.154905600874685,-30.66965289456469,-51.438126521426284,-51.41049778519836,-51.9982380730605,-31.411459239106527,-52.37138762359546,-67.0119061469145,-65.40197592553497,-64.49115925512103,-68.34842933865656,-65.35560593140784,-64.6792606127197,-45.045758967103104,-64.18867176017582,-21.004693385914337,-42.03177359426678,-22.809208063635545,-21.667212397802164,-42.62767502172875,-42.45784596678388,-42.53794583441361,-42.73625333760635,-49.2585197158678,-49.11823045028558,-48.56083116514901,-48.56245550299427,-48.3792359379362,-48.88268969678333,-48.222362799932846,-27.75990239631618
-13.79803013380725,-15.024448892636704,-34.85590628070495,-34.74127286350391,-34.97870313247112,-13.932911406012014,-34.91972970985379,-34.913188195968374,-15.171259808279885,-34.93925656032646,-35.461487747059294,-35.22988387352071,-35.81303499663285,-13.94893653977643,-35.191432539580575,-35.10459285139759,-100.0,-100.0,-63.872358981945965,-64.46973731603612,-62.958369049765935,-43.080207137138316,-65.97382435513906,-64.97404101856168,-100.0,-100.0,-35.766540520479246,-55.4369227025272,-55.6675153973114,-55.36453551218193,-55.70058123668304,-55.6199107889417,-49.47518217070291,-49.77992982042609,-49.95822421623287,-29.075405148946206,-50.04226061303893,-49.8501657791669,-49.971520379050204,-30.66215782872011,-31.018512374802274,-51.37027723728282,-31.91707440768136,-51.340391302285994,-51.706415992592554,-51.30687771746186,-51.66693686572646,-51.89278000083106
-34.550576419791675,-34.67224285404762,-15.099199279873732,-35.16765275737541,-35.499503636542,-15.20264516353735,-35.67646310253257,-35.78235948906408,-35.090492639233496,-35.26333004569929,-34.96544886046536,-34.953508604343426,-35.155252817161895,-33.69658541307991,-13.846706410689166,-13.16743713893873,-51.60116796398537,-51.89338603503554,-31.137326097010497,-31.370194065752706,-51.99931013203789,-32.467836533704485,-51.86464405602805,-32.9157351186017,-63.28228707659421,-64.7335458867886,-45.0680172482687,-63.44714363548364,-63.3388196022376,-63.77937250335174,-44.23471879830829,-45.22644531715723,-33.975127109817734,-54.255237653407065,-54.09089328949101,-35.44449239271255,-53.989841995910695,-54.433925480427035,-54.35289304398356,-55.26835133134575,-23.72593813527935,-28.25409386904984,-48.15209479352333,-48.183900597560694,-48.23982079961189,-27.424269271090978,-48.18319538421696,-48.316363020966236
-44.968184331198174,-25.473924166049535,-45.29837455496764,-45.03365004132171,-25.719734041333474,-46.07406773397679,-26.492513734031128,-27.28517754782791,-23.3051540811276,-42.20302755114412,-22.190048762151875,-42.10422734222624,-41.954215157652904,-41.92904636150055,-41.827684344622796,-20.515282040250643,-64.66430631454313,-44.633285406156105,-65.16487245047767,-65.71392146045211,-45.363220183860705,-65.64156049544158,-66.35035839695892,-66.15318693349599,-53.525424186390254,-53.22837266540796,-33.63102273451811,-33.66951775055836,-53.88760640517426,-53.59815241742727,-53.22131334836699,-32.75530695251726,-53.6611006659751,-33.189565193291386,-54.55927516567488,-54.61714140588673,-54.71781520514743,-54.79657845130026,-55.32968270232533,-55.33874798568724,-27.029693909712,-48.53307879359729,-47.95907661954236,-48.52649611615529,-48.845960801357535,-47.24401557390351,-48.33273703922438,-48.243932763833655
-22.817376969489764,-23.82560981157328,-42.971376637927236,-43.29672938936675,-24.22241944440274,-18.565552355677703,-43.892113411092446,-44.03356466990235,-42.571436207743226,-42.30780615051809,-24.067973205720495,-42.458078792491854,-22.978062139207353,-22.637005026183893,-42.47434007670609,-42.310456938422625,-52.63406376242584,-32.5039624976027,-53.05788579692246,-33.46409887543239,-34.491288916928525,-53.562757698706676,-34.87519490697966,-54.95188944645985,-52.51985063431881,-52.58206952548698,-53.002008942035474,-52.78342631091576,-53.00701318927636,-53.1393682681001,-31.24072683507025,-51.79249354303575,-29.534415663487437,-30.103774633837432,-30.96125837341004,-50.948125259512835,-50.74097796912735,-51.14337180904069,-32.15994720521997,-30.365303499835253,-26.612771831708642,-46.548837738005005,-46.825427307833024,-27.298205992031384,-46.76311064496823,-27.69021989411395,-46.96014215808029,-46.834102294543705
-46.174696795524184,-27.890869293186597,-27.13522373179203,-48.27438386862432,-48.16484503853039,-48.59818951290754,-48.54786485051559,-48.607950823315925,-22.719330315947737,-22.013728322311366,-42.759052105872016,-42.166971658522286,-42.38185840670682,-42.48981066715828,-42.20307713374494,-42.19864497431559,-46.55880921869668,-66.89422433960652,-47.034653126424224,-66.0439090630925,-68.43144578418472,-67.83623402878749,-68.00763671345219,-67.57534543715497,-59.78868071246103,-41.107792722195036,-61.40156571262237,-60.704012510739915,-61.738806115729574,-40.479585984718526,-42.73455121327832,-61.21792527642693,-42.87870082012665,-43.03219869872399,-42.54198030423731,-43.205247357584625,-43.01090168188458,-43.43992456266506,-43.315700344829445,-43.26852793970593,-31.720623649094254,-32.27017389082804,-33.830334565459154,-53.77502368653347,-52.193908354738134,-34.588132721461704,-52.91592885653898,-33.993262501532975
-19.664015575452144,-39.46313419933841,-40.34449928836299,-40.727535846285264,-40.76762716099494,-40.863102129196314,-40.855744527933105,-40.747793053428936,-16.489515651905354,-35.94133090925187,-17.421189493230205,-36.08090185017889,-14.992098782432874,-35.96430697472673,-35.83100143978773,-17.258025185703424,-100.0,-100.0,-100.0,-54.38105780869709,-34.24099321375654,-55.74924214711261,-56.09628670376363,-35.68983336240999,-100.0,-100.0,-100.0,-51.50768232716615,-52.574877455040834,-32.390285366914306,-32.08721829339498,-52.218362308210324,-27.672753354367657,-48.56379519267412,-48.87778194980044,-48.660579544635794,-49.272863516933995,-49.21472825692459,-28.48925073423764,-49.69869874939298,-23.224418797243075,-45.219245161774204,-45.670325470553486,-45.892244602395486,-45.18064154692134,-45.47009028814977,-45.229528347289616,-25.57807802154948
-21.057141687952093,-22.52108038965346,-42.09088295225452,-23.300439504881474,-42.12853842423874,-42.53565132801984,-42.58681959963827,-22.615967187321836,-33.23016725107934,-14.277284267701857,-33.45058598858777,-33.193184017757964,-13.138529507387249,-33.417800149191905,-33.66574599473908,-13.229172752194135,-52.92778974938885,-53.0267519832984,-32.82856432758749,-33.95422468676304,-52.99270033161197,-53.033758115060394,-32.211441065660686,-53.18619037866174,-37.339355847201766,-57.27405811008527,-35.91768162644894,-56.868145066587644,-56.824808424800324,-56.77982839221365,-56.76920545077298,-56.6946268501066,-47.17839414661875,-47.17399437587849,-47.2007130901536,-47.41141155085285,-47.38514365950701,-47.4977634588262,-47.4085000879709,-47.75347120520277,-36.592742258012215,-59.01160329223507,-55.895965314316484,-38.05077172103333,-39.242602446535734,-56.9883259773861,-56.55735147165508,-38.41553604731307
-36.6380549699727,-36.724081625714646,-36.96756556298648,-37.580592424410405,-37.587593514464345,-37.79634289593889,-38.08949988805679,-38.211114019825445,-47.08070281713852,-48.324673809050566,-28.62217671894009,-48.21341483144663,-48.74342208381513,-49.702610556609066,-48.99815865676441,-26.04896254365157,-50.54671347953922,-50.0560444882054,-30.667859580742224,-50.30916009910478,-50.555371995393344,-31.048901363738445,-52.055384198399736,-53.02224421171867,-43.46973406099514,-44.76478523703985,-41.462782363778395,-62.70683735360617,-43.618799652523876,-44.17123038388014,-43.95974358353513,-59.316040209636384,-29.275904983533568,-47.03249193090096,-28.564419479223876,-26.964129328018327,-28.713288478621752,-47.96478686761179,-28.340518275554217,-28.503782751624534,-53.22859124077773,-54.8037769213693,-32.21523746905174,-51.83390584787376,-53.49925618505949,-34.36616872154941,-54.22661701497142,-32.5303369826172
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.41726697691678,-40.6356868530966,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.6732979800033,-34.08059341682431,-56.157949812581336,-55.73751075277136,-55.985936671632174,-36.83949717297567,-56.59430343143325,-56.052987813729736,-56.569771813612846,-56.67814420393097,-56.67612726261369,-55.44240365647143,-56.026931008702746,-57.690351571412876,-57.64081656574027,-56.65387250327835,-57.16729708123306,-56.655002263778805,-49.506284830258444,-28.843385164901143,-50.068957121698496,-50.15777951108205,-30.325829865668755,-50.999466181676354,-30.769049974783513,-51.88008096433994,-51.149475354608214,-32.40323441780541,-33.165160114531275,-31.338069273596258,-31.36925659110301,-51.50458369640308,-34.089551426274,-33.234543537209035
-14.153241842784347,-13.550454759871094,-34.22132554857407,-14.628364258227522,-14.230835855092783,-14.34102981055836,-34.42894900897198,-34.35859382917554,-35.2934766456239,-35.57767530248679,-35.7527959141525,-34.879860733659946,-15.383219808846917,-35.03273559658527,-15.078197293382123,-15.103260217003394,-100.0,-100.0,-100.0,-100.0,-61.42336118051957,-62.5896718039726,-62.1466291463019,-42.27436073547469,-100.0,-100.0,-100.0,-100.0,-59.369623333248214,-39.745445440832626,-37.67782039756909,-60.513717864212026,-49.929756438474804,-50.12191185050315,-49.88393871937612,-49.98188751682308,-28.841550274269274,-29.947435627323266,-50.30667430510511,-30.314237683587923,-32.042918943104134,-51.681045892841496,-53.00641653150401,-52.79051964646486,-51.17223329284451,-53.20707222746954,-52.86181440846149,-33.25169913215425
-46.439448797576325,-26.42406583057845,-46.95540501563859,-28.39902067431317,-46.90330895509521,-47.2200313464936,-47.165255825330014,-47.18013639576373,-26.69049003770772,-46.92048732747261,-46.87711111941623,-46.46742860377689,-27.272264800270285,-28.0088119808781,-47.032344499027644,-46.29203845360267,-55.002899817402366,-55.23475419401679,-35.058738770564425,-54.99434476338992,-55.36970620160022,-35.869094879687914,-55.13523307490672,-55.55220706429411,-37.06529230701185,-57.25142763453397,-56.999503962690795,-56.81175296759341,-56.95395969201216,-56.84448853268175,-36.918262879785814,-56.990633863617,-29.707094543926303,-49.19913788132847,-48.84388397896247,-49.03697884531592,-49.25203961193165,-49.124463802005145,-49.11993562297641,-49.09252682075585,-46.26278767237864,-46.01325181057948,-46.25357992977339,-25.248688099735496,-46.48179053204319,-25.333433896684813,-46.01877872968308,-46.284415520276895
-43.99283197097564,-43.85147138859564,-43.9799997917666,-43.94910679935477,-43.85560337368535,-44.199208234818784,-44.16521934301751,-43.8665414190784,-42.11535997672188,-41.93455176256169,-42.17438260987893,-42.11973673608042,-41.98613233998374,-42.31040109092882,-42.271486739645496,-41.979824043600615,-53.943464948821855,-54.16478672000882,-54.07268921777542,-54.19695150307742,-34.752438527732636,-35.25440344702689,-55.34533645144367,-55.48993525963584,-31.295392936879715,-31.063351845431768,-50.99643897483005,-30.969050948642256,-50.888076739439434,-30.786504985102766,-51.978578256282255,-32.074151517944934,-49.73868598038422,-49.7537185009812,-29.580167059250357,-49.611533502225676,-30.301918175518132,-49.67191739725324,-29.275981235206764,-30.203824264250553,-47.96692886967483,-47.88264509394287,-28.34853888972202,-47.61168387050791,-48.61301929865584,-28.406170643060197,-27.80148691394298,-26.96155530215431
-32.476791937133875,-11.961652859592292,-13.195039632113277,-13.381419481826153,-32.60921275828311,-32.435226530971434,-12.074372330593198,-11.776508322469327,-35.35011948659695,-35.54112199321696,-35.615947796405024,-35.36605421058158,-35.395492829179204,-35.38146175119791,-35.51957461201089,-15.31758449389367,-100.0,-100.0,-58.7256553296428,-40.70339256307256,-59.452294760779914,-39.92797600121947,-39.90145115046388,-60.874544163787064,-100.0,-100.0,-54.32771166867066,-38.61366106687052,-53.82263687094961,-53.93810152328093,-34.939482817687875,-54.37233945179392,-33.83233067494094,-55.772681772781205,-56.87712349964683,-57.31852116477463,-57.506550602568616,-57.246342807329654,-57.513146775293116,-38.18050864972774,-54.101832208353144,-39.56444282957305,-57.75368565626404,-59.87226482263661,-56.340964921666206,-60.53413963501014,-60.250724118396974,-59.70380148051544
-41.26397253479339,-41.290602390987665,-20.73987231711529,-41.051618686319856,-41.243450537918484,-41.23604799478085,-21.230748308990236,-41.52237408362413,-18.834224585348526,-38.89215502484723,-18.803743673661483,-38.560939209657974,-39.088219244520985,-38.52359914430871,-38.40434279673473,-39.0569543013815,-59.897062831293354,-40.84686531258441,-60.818259341716825,-40.3244157058296,-60.42130337293847,-60.74880231129264,-61.440238534505355,-60.99551706237086,-43.94485750156774,-43.35278060285107,-44.35066964086445,-43.10767236660815,-41.9585753598833,-66.01239398291477,-62.16435129931589,-63.531400845670525,-53.512697567912625,-53.70388416559477,-33.41539619782609,-53.66394119586735,-53.658685757118306,-53.62321328417116,-34.94420352715658,-53.737870083688016,-38.143136682829365,-57.13857456061949,-56.78470599110413,-57.05790725076312,-56.68016414984671,-36.079121528863716,-56.003850100831436,-56.41836637613939
-33.86674165942146,-33.891357143347236,-53.52544309129121,-53.74098072925331,-34.073936359965764,-33.11707120546798,-54.39989022079785,-55.28336954919013,-23.023325084811393,-23.45109082295076,-21.99827221649757,-42.852044167524845,-42.85930654497629,-42.83726763881298,-42.754495655066414,-42.81653841863274,-37.12566325112882,-57.40166064706045,-58.11905152025197,-38.30691926949164,-37.19376105049551,-58.42979903174666,-58.271252159999925,-39.17842184103187,-41.875167350735,-63.21430003862047,-60.83310417520942,-44.42843878947485,-63.820722356545076,-60.54233498882156,-61.70720158111494,-63.502189961531755,-52.15181317617927,-52.39486245398166,-52.45011012631339,-52.61036204429533,-52.82868479963043,-52.809831841204975,-33.13235395125875,-53.45681857250028,-44.89856614802556,-45.05816931672767,-45.06572064439469,-45.06007218850208,-45.14179828454792,-45.48491794686826,-45.02375913359973,-45.018115890010684
-40.044263898692726,-40.28460683102506,-40.27770865475336,-21.987395533764502,-40.292731249820605,-40.42731087100874,-40.35158772555274,-40.39720021736721,-25.651833863385562,-45.72213501272786,-46.25451613552804,-45.62381683155099,-45.58556435737735,-26.84348333940898,-24.828693543798245,-25.950748592447745,-100.0,-100.0,-100.0,-66.10614152782594,-44.797450649725064,-65.70414284514325,-66.52792066600037,-66.93589672081237,-100.0,-100.0,-100.0,-57.42275672630558,-57.358900382038904,-57.24821668989301,-58.12144915682193,-36.502804049569015,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-29.68866538145134,-51.26880245584505,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0796438211246,-64.47976442349828
-48.94367231419317,-49.7015687148376,-50.071636022682064,-50.353332115517844,-50.342449274638525,-51.100964350105684,-51.34806520166835,-51.32200661247115,-17.732375306307674,-37.08505138603679,-37.17027232643713,-37.53808983687105,-37.66118625797441,-37.43454891535904,-37.47998732007978,-37.33582579721676,-100.0,-38.70949381217889,-59.03742295948834,-39.785263671380285,-60.24366431401668,-60.218050064600064,-40.41088890680446,-40.43755079475075,-100.0,-61.504888615650295,-59.1090384380699,-38.478391990429884,-60.71535163904105,-42.523699088978034,-43.067195657960234,-40.47589111928783,-43.839928357105975,-43.8630381392465,-44.2136613761041,-44.091224096758744,-43.93102889049086,-23.935628882311608,-23.351226885666982,-44.16684604251891,-49.15893810071119,-48.594219477595225,-48.03352986143942,-28.729981042076812,-48.169364527107035,-48.278532673772816,-47.95155068169143,-47.82919496425052
-24.26779019701119,-24.5060030723146,-44.68470287309812,-44.778071717131326,-25.84107624836679,-44.855220494403966,-44.39338977878761,-44.619400568898875,-34.334076824247425,-15.609263515469786,-34.79355718712674,-34.677573355513545,-34.39060206374124,-34.9564797830528,-34.54505401707288,-34.57761175680993,-32.60139114195013,-53.28666831025119,-53.10844925657979,-53.22629921417034,-33.5102962674489,-53.26368944994953,-33.59343417799799,-53.37760761778014,-35.55388053886302,-54.69457958365541,-55.406439331802176,-54.959857039727204,-55.41938400122347,-54.6706747389949,-35.11590184703684,-55.43283795225018,-53.48547459037988,-36.32370911143752,-35.169637705977586,-56.70967645084883,-37.652208717209284,-36.22726811793868,-37.927240218766755,-58.1703012432162,-42.0759734522835,-32.04941035469191,-31.0189024442846,-52.029479959792425,-61.46821796498466,-53.16925886601907,-42.01882549165952,-57.13102076728627
-16.847710700058276,-37.3613373889239,-37.35711026121845,-37.21363231830403,-17.958774620088864,-37.52383401165436,-37.7711313389888,-37.80441560185642,-43.7464878836915,-43.73626623435133,-24.980261526461646,-45.02369391220342,-44.00284978001221,-25.10262488732028,-46.2071809192154,-44.370028416594955,-61.41863340060141,-60.86067045664513,-61.66158382816241,-41.62842363415935,-41.70603958285864,-61.40529010020945,-61.6448147591252,-62.12021644966296,-58.42933470430527,-58.210184604629376,-58.87851900593673,-58.49178027979541,-58.237449930518636,-59.45876452408505,-39.277790520156,-59.85954558196818,-51.64687943050065,-51.46869991384119,-52.17519603908221,-52.13093013483385,-52.1440640662809,-52.42005182646098,-31.770168689244723,-33.71420814097955,-40.80506590807743,-20.80739993635006,-40.24624623429614,-20.7669015513037,-20.792642235456302,-40.73563765854345,-40.343605045479876,-40.17403051505148
-38.98015354498469,-38.99008257696723,-39.055870615541046,-18.30726526678386,-39.23804566849103,-19.82516196511469,-39.1450894583089,-39.09706960210321,-34.975216276845224,-14.794120368498474,-35.01042234736154,-34.98628187568106,-35.09426594525319,-35.0749014377996,-35.01538213240194,-35.092043983451326,-48.23661044986998,-67.34175693929105,-68.12027770786777,-48.10338886647854,-49.72316709904262,-69.51126920359478,-70.15464292173012,-69.11798141545019,-43.24261112435026,-63.0778525085306,-63.40860577458342,-63.59337203184856,-42.82395657679997,-63.71794626186902,-63.45704949369188,-43.36910511231336,-47.49110858249502,-49.001984046992575,-48.84256569414813,-49.29739253193852,-49.67412020589236,-50.00523472255794,-50.252970217029336,-50.460827107954806,-24.413712735886556,-44.62502823501271,-44.30243520806202,-43.51337223346731,-24.180150655041686,-44.42279196317004,-25.217528771435937,-43.84631285606648
-30.789288758640442,-10.02887555916826,-30.90937060588173,-30.944126954587233,-11.581183946210665,-30.76735793306416,-30.95366341057489,-11.060991101864314,-14.382365105679149,-34.090537624814154,-34.01645559202083,-34.3476452413061,-15.322159121096739,-34.18814774119263,-13.860139809887892,-34.0951291634115,-56.975268939764234,-57.57042226576499,-38.093539487677454,-57.06904877683631,-57.40832837979277,-57.72022900522834,-39.512958207396395,-58.428507232485,-52.44671712325282,-52.659507161851096,-52.56894505703378,-52.7685301632497,-52.855245759371186,-32.216105249728685,-52.836712522769254,-53.04308814849619,-33.001546444754766,-53.14121105340584,-53.68359819102036,-32.95557386750778,-53.32263730107414,-53.17095129012789,-34.6513578208971,-53.647356595154505,-28.706869405762255,-48.13975865348405,-48.09837336195496,-48.31686159060471,-28.49546351209533,-28.12278990717797,-48.915492811595726,-48.16864437868524
-32.98929120737008,-13.216880149597632,-13.24168966001205,-33.12152660060328,-33.328749065104965,-33.14947356978914,-14.515370797472048,-33.13889953789549,-34.393514936283516,-34.1326476310484,-34.11273653171236,-34.414911364054305,-34.07424936557541,-14.547195074871848,-15.755902343709316,-13.685521135335751,-62.71095348566263,-62.033498718225744,-62.74521411960302,-61.964099646709286,-62.33670827933569,-41.71926113237675,-42.32233110906559,-62.019571527855035,-44.61092227204801,-62.951531968720175,-42.88672327501524,-43.460323643887406,-63.98792483548772,-62.87397636535047,-63.17024546517051,-43.78665417873027,-52.29419022066439,-52.130846300639405,-52.19968723725686,-52.15970435137059,-52.335879231533504,-52.164553329273645,-52.32999101759461,-52.3491448828429,-49.665594444385846,-29.757778621210868,-30.493139798276253,-49.32920947566744,-49.808951731678874,-49.25596276505205,-49.578055482207375,-29.824734462323814
-43.574652412180264,-43.73796160960855,-43.59388380723117,-43.70050763506124,-24.135782990979962,-43.70580482309052,-23.017374644096492,-43.76570656373944,-23.720312089786397,-44.0118190760553,-43.56282349405881,-43.89399771529038,-44.08443011522306,-23.95918728550609,-44.14896227080024,-24.45754601700221,-28.320284111888753,-48.17503741903043,-47.98562152106689,-48.05462504605479,-48.316493670685134,-28.467123793539688,-28.522943792325464,-48.35419933686231,-42.11513920038969,-60.66064228195632,-41.23928653348755,-61.43443611104772,-60.14122955306366,-61.29622977855029,-40.06197841279387,-60.95438700462382,-30.90601942840264,-32.66334996000628,-50.872090918741,-50.990556475341634,-51.12791812428508,-50.837616678919346,-51.34916429978791,-51.082081585985115,-50.565287260149894,-50.59098779793178,-31.678894685422506,-50.67422957416137,-50.74666852998219,-50.71794889806118,-50.7638776589244,-50.6138630796617
-38.98193795280479,-19.764752009028136,-39.21931751826202,-38.937837952219915,-39.19565308304201,-39.12330229552585,-19.55916043110756,-39.21924269021005,-19.26693717369764,-39.019966724511235,-38.98407470373825,-38.81719895205037,-39.021465138921954,-18.862363680491075,-38.897634822250716,-39.038117405360836,-29.595342350407407,-50.76955466204436,-30.015118862948533,-51.09226208204671,-51.12869250477816,-51.15297056251562,-51.264039741671176,-31.258492702450415,-55.10531086107993,-54.858441200546686,-55.96004936337556,-54.7611273322882,-56.35928976235131,-56.026679324951516,-55.97759187777782,-56.333855067727086,-25.754266028825853,-25.988835368354938,-26.517335745427687,-46.784439448586085,-27.585625104372724,-46.94719378171517,-46.873918883180664,-46.90323782015522,-53.005743434923104,-32.032351174327495,-33.06356925688822,-52.520097072786,-52.39321723178417,-52.658829139701034,-52.47638981140791,-52.71113700644004
-45.49396708392657,-45.5650194084709,-45.77523087199588,-45.84040177245572,-45.70515102946799,-26.265347037335797,-45.79719176650441,-46.005050592230916,-48.54939096003025,-47.40793812167809,-47.2404184980343,-47.707886686844176,-26.718132870679682,-47.59863544318807,-46.83166817687629,-46.67723448549212,-51.763672369481675,-51.67443571752928,-51.97518721502586,-32.52552255060491,-51.54137234083704,-51.896208800487486,-51.754583047591865,-51.872510821858306,-56.360423891883755,-56.455821643194085,-56.57512956879455,-37.084733682656115,-56.453322337660666,-56.5036433728323,-56.23894362023675,-56.34441285287505,-52.88241392546482,-53.039925059732944,-54.00240229069418,-34.38376351926668,-53.697041473337976,-53.83734713301482,-34.48597327744532,-54.77103700163168,-35.80200039451755,-36.49847628420388,-53.321284622398466,-53.08919515663534,-54.94263315805451,-54.95908067862361,-35.137374004588814,-56.17937841148343
-43.45064131392152,-23.055413495785537,-43.87729261470923,-43.85800880440077,-43.94853212647859,-23.29630522377616,-24.215146968497166,-44.314676985443356,-20.691030338619857,-41.63055739107414,-41.55887165842814,-41.528757061242615,-41.38477874779173,-41.49044517412495,-21.967608431493183,-41.848331633531686,-55.50236589588691,-55.42698136564013,-55.57362890888956,-55.877653691329485,-56.299017508774945,-56.04302810378432,-36.49328895377887,-56.14942655915611,-63.85394942743414,-44.75573072346827,-62.97572171991433,-63.02978493812088,-65.60304919638003,-65.10113267388974,-42.91332016384621,-62.518468626275464,-48.136449139602455,-48.01336173100077,-29.052404059661644,-27.64510120848329,-48.46621439118182,-49.19461402495274,-49.174774979050504,-49.94667111466104,-52.075331475127456,-32.73402363565716,-51.778711897145286,-51.64546571796507,-51.353881366532725,-51.441943155739764,-31.924884136759268,-51.26421263239845
-39.281854708972034,-39.378043203163735,-20.33036953061176,-39.729615613830354,-39.56743440932342,-19.43532243734196,-18.795732867810756,-39.733842815611176,-38.8737462076121,-18.313027218203406,-19.52080794883837,-19.846708850507326,-39.08747425505738,-39.10671434463865,-38.984559505320476,-39.35003045021621,-31.760637356670067,-51.10804677471836,-32.05284104134232,-51.06096356106805,-51.15935192829199,-31.75744985260669,-51.72715527781676,-51.435512952958014,-35.21694940493794,-55.25916176616554,-32.563221242508234,-53.987363134531485,-54.82211741951551,-33.405735750676214,-54.84351377244219,-55.07331621563534,-20.095605108038246,-35.78205737164828,-35.64550824272842,-15.276353444569322,-16.511445165716726,-15.922448984764442,-35.89208938150496,-35.763387531578644,-21.732128868398704,-22.189151798987588,-43.1528969638926,-43.30360737133415,-23.806976601163598,-43.32804597112115,-43.38052411059025,-23.34205719289202
-35.14482471067117,-35.591641509938285,-35.562868182648764,-15.200024258909377,-35.62629017225334,-16.32234048987928,-35.55465978820361,-35.93428043881259,-38.07025170332506,-38.86401424662486,-38.240949571549464,-37.9545806696552,-37.853299537521494,-38.09117911053909,-38.04712370276129,-38.77753510282899,-100.0,-50.34693141407526,-51.16192520997211,-31.3452083835772,-51.346291937211575,-33.80372786347728,-32.57440994982109,-52.84224255060707,-100.0,-51.11011985096974,-51.927673384593156,-52.656441298203696,-31.731559465916135,-53.62671957316042,-33.59246780280149,-54.503845112291955,-31.076076638656616,-51.70781135533072,-32.00613189191523,-51.97589400137656,-51.84770114175342,-51.975704650106195,-51.89124335131275,-52.212479588696716,-55.916261783941295,-37.11152709350561,-36.46233062868688,-38.5775210824249,-55.29995088738231,-56.55454497501776,-55.2604720857127,-37.613459620490104
-43.48648697119603,-25.47404655008679,-25.127205597121463,-22.72565343612196,-43.728479564377444,-24.204650935942738,-43.540825384840886,-43.885643565778665,-42.59719891176453,-42.56544617370416,-42.509318117421195,-42.44850510631579,-23.802200772241505,-42.79267317240743,-42.55537209238626,-22.467534589703607,-37.71838036229412,-57.9118410028946,-57.69125980485239,-58.268794992209735,-38.96782633134442,-38.4463830117888,-58.255825448654036,-58.779738664678774,-34.84259111596202,-57.22787495341553,-59.276948540055685,-59.07785067620431,-40.91394846011401,-61.45059020303245,-39.60771760824412,-59.342895748127404,-44.096640185737584,-24.12684057368622,-44.337167405605086,-44.360934511621515,-23.42440791568151,-25.271749432921187,-45.33045849235808,-45.51177272890996,-48.97201466939693,-48.79385454739254,-48.7610552096245,-48.50769334212936,-48.56511261141077,-48.655294186784445,-28.94335304097337,-27.94315178448649
